,Index,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
422,422,245714,Potato Bacon Pizza,red potatoes^strips bacon^Sauce:^heavy whipping cream^butter^minced garlic^grated Parmesan cheese^Crust:^warm water (125 degrees F 52 degrees C)^honey^active dry yeast^vegetable oil^all-purpose flour^shredded mozzarella cheese,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  45 m  ^  Ready In  ^  1 h 10 m  ^  Place potato slices in a deep skillet and cover with 1 inch of water. Bring to a boil; reduce heat and simmer until just tender, about 5 minutes. Drain; set aside to cool.  ^  Place bacon slices in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; set aside to cool.  ^  Heat cream, butter, and garlic together in a small saucepan over medium heat, stirring occasionally, until butter is melted, about 5 minutes. Add Parmesan cheese; stir until melted. Reduce heat to low and simmer sauce, uncovered, until thick, about 5 minutes.  ^  Preheat oven to 425 degrees F (220 degrees C). Grease 2 pizza pans.  ^  Combine warm water, honey, and yeast in a large bowl. Let stand until yeast softens and begins to form a creamy foam, about 5 minutes.  ^  Stir oil into yeast mixture. Mix in flour, 1 cup at a time, until dough starts to come together. Turn out dough onto a well-floured surface. Knead, adding more flour as you work, until dough is no longer sticky. Divide dough into 2 pieces and roll out to the size of your pizza pans; transfer to greased pans.  ^  Bake in the preheated oven until crusts are lightly golden, about 5 minutes. Remove from oven and spread sauce over both crusts. Cover sauce with potato slices. Crumble bacon slices over potatoes and cover with mozzarella cheese.  ^   ^Bake pizzas in the preheated oven until crusts are golden brown and cheese is bubbly, about 10 minutes.   ^]",20,45,65,hard,https://images.media-allrecipes.com/userphotos/720x405/956156.jpg
423,423,218545,Latin-Inspired Spicy Cream Chicken Stew,skinless boneless chicken breast halves^diced tomatoes^green salsa^black beans rinsed and drained^pinto beans drained and rinsed^kernel corn^taco seasoning^chopped fresh cilantro^ground red chile pepper^ground cumin^cream cheese,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  8 h 15 m  ^  Ready In  ^  8 h 25 m  ^  Place the chicken breasts into the bottom of a slow cooker, and pour tomatoes, green salsa, black beans, pinto beans, and corn over the chicken. Sprinkle taco seasoning, cilantro, ground red chile, and cumin over the mixture, and stir to combine. Cover the cooker, set on Low, and cook until chicken is very tender and the mixture has thickened, 8 to 10 hours.  ^   ^For soup, leave all liquid in the cooker; for a thicker stew, remove some liquid if desired. Mix 1 or 2 tablespoons of liquid with cream cheese in a bowl, stir until smooth, and mix the cream cheese into the cooker to make a creamy sauce. Continue to cook for 15 minutes, then serve.   ^]",10,495,505,hard,https://images.media-allrecipes.com/userphotos/720x405/3806117.jpg
424,424,22402,Cranberry Pork Chops II,pork chops^fresh^white sugar^salt^ground black pepper^water as needed,"[  ^ directions : Prep  ^,  25 m  ^  Cook  ^  45 m  ^  Ready In  ^  1 h 10 m  ^  In a skillet, brown chops slowly in oil; drain.  ^   ^Add cranberries, sugar, salt and pepper to chops with 1/2 cup water to start. Bring to boil; reduce heat. Simmer, covered, for about 45 minutes or until tender but not dry. Add water if necessary to keep chops from drying out.   ^]",25,45,70,hard,https://images.media-allrecipes.com/userphotos/250x250/225943.jpg
425,425,23658,Pam's Bierocks,warm water^active dry yeast^white sugar^margarine softened^egg^salt^all-purpose flour^lean ground beef^chopped onion^shredded cabbage^salt^black pepper^melted butter,"[  ^ directions : Prep  ^,  50 m  ^  Cook  ^  25 m  ^  Ready In  ^  1 h 30 m  ^  Prepare dough: In a large bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. Mix in sugar, margarine, egg, salt and 1/2 of the flour. Beat until smooth; add remaining flour until dough pulls together. Place in oiled bowl. Cover with foil and refrigerate for 2 hours or overnight, OR let it rise for 1 hour.  ^  In a large heavy skillet, brown meat. Add onion, cabbage, salt and simmer 30 minutes. Cool until lukewarm. Preheat oven to 350 degrees F (175 degrees C.) Coat a cookie sheet with non-stick spray.  ^  Punch down dough and divide into 20 pieces. Spread each piece of dough out on an un-floured surface and fill with approximately 2 tablespoons filling. fold dough over and seal edges. Place on prepared cookie sheet and let rise for 1 hour.  ^   ^Bake in the preheated oven for 25 minutes, or until golden brown. Brush with butter and serve.   ^]",50,25,75,hard,https://images.media-allrecipes.com/userphotos/720x405/1604955.jpg
426,426,103305,Hearty Chili,ground beef^chopped onions^garlic cloves^tomatoes undrained cut up^tomato sauce^Holland House® Red Cooking Wine^chili powder^cumin^green bell pepper^kidney beans drained,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  1 h  ^  Ready In  ^  1 h 10 m  ^  In large saucepan, brown ground beef with onions; drain.  ^  Add remaining ingredients except green pepper and kidney beans. Bring to a boil; reduce heat.  ^   ^Simmer uncovered 1 hour, stirring occasionally. Stir in green pepper and kidney beans; simmer until thoroughly heated.   ^]",10,60,70,hard,https://images.media-allrecipes.com/userphotos/720x405/2726927.jpg
427,427,185816,Sweet Pork for Burritos,pork shoulder roast^salsa^fluid ounce) can^brown sugar^fajita seasoning^taco seasoning mix^chopped green chilies,"[  ^ directions : Prep  ^,  30 m  ^  Cook  ^  8 h  ^  Ready In  ^  8 h 30 m  ^  Place pork roast in the crock of a slow cooker, and add 4 cups water. Cook on High for 5 hours.  ^  Remove pork from the slow cooker and drain liquid. Cut the pork into 4 pieces, and set aside. Puree salsa in blender. Combine the pureed salsa, cola, brown sugar, fajita seasoning, taco seasoning, and green chilies in the crock of the slow cooker. Add the pork, and cook on High for an additional 3 hours.  ^   ^Remove the pork, and shred with 2 forks. Serve.   ^]",30,480,510,hard,https://images.media-allrecipes.com/userphotos/250x250/997976.jpg
428,428,79814,Slow Cooker Veggie-Beef Soup with Okra,ground beef^onion^diced tomatoes drained^Italian diced tomatoes drained^frozen mixed vegetables^sliced fresh^potatoes^ketchup^salt and pepper to taste,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  4 h  ^  Ready In  ^  4 h 20 m  ^  In a skillet over medium heat, cook the ground beef and onion until beef is evenly brown and onion is tender. Drain grease.  ^  In a slow cooker, mix the beef and onion, diced tomatoes, Italian diced tomatoes, vegetables, okra, potatoes, ketchup, salt, and pepper. Pour in enough water to cover.  ^   ^Cover slow cooker, and cook 4 hours on Low.   ^]",20,240,260,hard,https://images.media-allrecipes.com/userphotos/720x405/4589425.jpg
429,429,235633,Red Wine Braised Short Ribs with Rosemary,beef short ribs^Salt and ground black pepper^all-purpose flour^olive oil^large onions^tomato paste^large carrots^celery^garlic^chopped fresh rosemary leaves^Swanson® Beef Stock^dry red wine,"[  ^ directions : Prep  ^,  25 m  ^  Cook  ^  2 h  ^  Ready In  ^  2 h 25 m  ^  Season the beef with the salt and black pepper. Coat the beef with half the flour.  ^  Heat the oil in an 8-quart saucepot over medium-high heat. Add the beef in 2 batches and cook until well browned on all sides. Remove the beef from the saucepot.  ^   ^Add the onions and tomato paste to the saucepot and cook for 5 minutes, stirring occasionally. Stir in the carrots, celery, chopped garlic and rosemary and cook for 3 minutes. Stir in the stock, wine and remaining flour and heat to a boil. Return the beef to the saucepot. Reduce the heat to low. Cover and cook for 1 hour 30 minutes or until the beef is fork-tender.   ^]",25,120,145,hard,https://images.media-allrecipes.com/userphotos/720x405/778557.jpg
430,430,50908,Nanny's Goulash,lean ground beef^fresh mushrooms sliced^green bell pepper^red bell pepper^zucchini thickly sliced^small red onion^olive oil^paprika^dried basil^garlic salt^white pepper^peeled tomatoes with liquid chopped,"[  ^ directions : Prep  ^,  25 m  ^  Cook  ^  35 m  ^  Ready In  ^  1 h  ^  In a large skillet, brown the ground beef. Remove beef with a slotted spoon and discard fat.  ^  Return skillet to stove, heat olive oil over medium-high heat. Stir in mushrooms, green and red peppers, squash, onion, paprika, basil, garlic salt, and pepper; cook for five minutes, stirring occasionally.  ^   ^Reduce heat to medium. Stir in beef and tomatoes; simmer about 20 minutes, stirring occasionally.   ^]",25,35,60,hard,https://images.media-allrecipes.com/userphotos/720x405/4313941.jpg
431,431,73910,Butter Beef,cubed beef stew meat^butter^envelope dry onion soup mix,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  5 h  ^  Ready In  ^  5 h 5 m  ^   ^Place the beef and butter into a slow cooker. Sprinkle the onion soup mix over. Cover, and cook on Low for 8 hours, or High for 4 to 5 hours. Stir once or twice.   ^]",5,300,305,hard,https://images.media-allrecipes.com/userphotos/720x405/3291466.jpg
432,432,235757,Chicken Pot Pie a la Jeremy and Jasmin,butter^chopped onion^all-purpose flour^salt^ground black pepper^celery seed^chicken broth^milk^unbaked pie crusts^cubed cooked chicken breast^canned corn^canned green beans^canned sliced carrots,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  45 m  ^  Ready In  ^  1 h 15 m  ^  Preheat oven to 425 degrees F (220 degrees C).  ^  Heat butter in a saucepan over medium heat; cook and stir onion until soft and translucent, 5 to 10 minutes. Sprinkle flour, salt, black pepper, and celery seed over onion; stir until coated. Slowly pour broth and milk over onion mixture, stirring constantly. Bring mixture to a simmer over medium-low heat and cook until thickened, about 10 minutes. Remove saucepan from heat.  ^  Press 1 pie crust into a 9-inch pie dish. Fill crust with chicken, corn, green beans, and carrots. Pour hot liquid mixture over filling. Cover pie with remaining pie crust, seal edges, and cut away excess dough. Cut several slits into the top crust for ventilation during baking.  ^   ^Bake in the preheated oven until crust is golden brown and filling is bubbling, 30 to 35 minutes. Cool for 10 minutes before serving.   ^]",20,45,65,hard,https://images.media-allrecipes.com/userphotos/250x250/1075367.jpg
433,433,233910,Bubba's Sloppy Joes,butter^garlic^large sweet onion (such as Vidalia®)^large green bell pepper^chopped fresh cilantro^ground beef^brown sugar^prepared yellow mustard (such as Colman's®)^Worcestershire sauce^Italian seasoning^onion powder^Greek seasoning (such as Cavender's®)^hamburger seasoning (such as McCormick® Grill Mates®)^garlic powder^ground black pepper^smokehouse maple seasoning (such as McCormick® Grill Mates®)^hickory smoked salt (such as McCormick®)^ground nutmeg^barbeque sauce (such as Sweet Baby Ray's®)^ketchup^apple cider vinegar^hamburger buns,"[  ^ directions : Prep  ^,  45 m  ^  Cook  ^  50 m  ^  Ready In  ^  1 h 35 m  ^  Melt butter in a skillet over medium heat. Cook and stir garlic in hot butter until fragrant, 1 to 2 minutes. Stir onion, green pepper, and cilantro into garlic; cook and stir until the onion is softened, 5 to 10 minutes.  ^  Cook and stir ground beef in a large skillet over medium heat until browned, 5 to 10 minutes; drain fat. Increase heat to medium-high. Stir brown sugar, mustard, Worcestershire sauce, Italian seasoning, onion powder, Greek seasoning, hamburger seasoning, garlic powder, black pepper, smokehouse maple seasoning, smoked salt, and nutmeg into ground beef mixture; cook until boiling, 4 to 6 minutes.  ^  Stir onion mixture into beef mixture; reduce heat to simmer.  ^   ^Pour barbeque sauce, ketchup, and apple cider vinegar into beef mixture; stir, cover, and simmer until sauce is thickened, 30 minutes. Scoop beef into hamburger buns and serve.   ^]",45,50,95,hard,https://images.media-allrecipes.com/userphotos/720x405/1112095.jpg
434,434,231459,Slow Cooker Pork with Mushrooms and Barley,garlic^salt^pork chops^barley^white mushrooms sliced^onion^chicken broth^water^Worcestershire sauce^bay leaf^salt and ground black pepper to taste,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  8 h  ^  Ready In  ^  8 h 20 m  ^  Rub chopped garlic and 1 teaspoon salt into pork chops.  ^  Place barley in slow cooker and top with pork chops. Cover with white mushrooms and chopped onion. Add chicken broth, water, Worcestershire sauce, bay leaf, salt and a few grinding of fresh black pepper.  ^   ^Set slow cooker to low. Cover and cook 8 hours.   ^]",20,480,500,hard,https://images.media-allrecipes.com/userphotos/720x405/1085225.jpg
435,435,133604,Jen's Jambalaya,margarine^chopped onion^chopped celery^chopped green pepper^diced tomatoes^chicken broth^long grain white rice^dried basil^garlic powder^black pepper^hot sauce^bay leaf^diced cooked chicken breast^cooked crumbled Italian sausage^peeled cooked shrimp,"[  ^ directions : Prep  ^,  30 m  ^  Cook  ^  30 m  ^  Ready In  ^  1 h  ^  Melt margarine in a large saucepan over medium heat. Stir in onion, celery, and green pepper; cook until softened, about 5 minutes. Pour in diced tomatoes, chicken broth, and rice; season with basil, garlic, pepper, hot sauce, and bay leaf. Bring to a boil over medium-high heat, then turn heat to medium-low, cover, and simmer until the rice is done, about 20 minutes.  ^   ^Once the rice has cooked, stir in chicken, sausage, and shrimp. Simmer for a few minutes until heated through. Remove bay leaf before serving.   ^]",30,30,60,hard,https://images.media-allrecipes.com/userphotos/720x405/657345.jpg
436,436,55420,The Absolute Best Potato Soup,fluid ounce) can chicken broth^country style gravy mix (such as McCormick®)^peeled and cubed potatoes^carrot^onion^inch thick) slices deli ham diced,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  1 h 15 m  ^  Ready In  ^  1 h 30 m  ^  Pour 1 cup of the chicken broth, and the contents of the gravy mix packet, into a small bowl. Whisk well to combine.  ^   ^Combine potatoes, carrot, onion, ham, and remaining chicken broth in a large soup pot; bring to a boil. Cook for 5 minutes, and turn down to a simmer. Whisk in the broth and gravy mixture. Simmer soup for one hour.   ^]",15,75,90,hard,https://images.media-allrecipes.com/userphotos/720x405/1087847.jpg
